,Index,Date,Year,Month,Amount,Label,Account,Description,Category
1750,1750,2/01/2021,2021,02-Feb,-29.03,Music,Citi,Spotify,Entertainment
1751,1751,6/01/2022,2022,06-Jun,-86.35,Coffee Shops,Citi,Dunkin Donuts,Coffee
1752,1752,3/01/2022,2022,03-Mar,-62.75,Coffee Shops,Citi,Dunkin Donuts,Coffee
1753,1753,7/01/2021,2021,07-Jul,-91.08,Credit Card Payment,Checking,Citi Online Web,Ignore
1754,1754,8/01/2021,2021,08-Aug,91.41,Credit Card Payment,Citi,Online Thank You,Ignore
1755,1755,12/01/2020,2020,12-Dec,67.86,Restaurants,Citi,Au Bon Pain,Take-Out
1756,1756,5/01/2020,2020,05-May,68.42,Groceries,Citi,Whole Foods,Groceries
1757,1757,8/01/2020,2020,08-Aug,-68.86,Restaurants,Citi,Au Bon Pain,Take-Out
1758,1758,8/01/2022,2022,08-Aug,-30.93,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1759,1759,6/01/2021,2021,06-Jun,61.02,Coffee Shops,Citi,Dunkin Donuts,Coffee
1760,1760,11/01/2022,2022,11-Nov,53.87,Restaurants,Citi,Suppas Pizza,Take-Out
1761,1761,10/01/2020,2020,10-Oct,-73.46,Income,Checking,Microsoft Edipayment Ppd,Income
1762,1762,9/01/2020,2020,09-Sep,15.82,Coffee Shops,Citi,Dunkin Donuts,Coffee
1763,1763,8/01/2021,2021,08-Aug,17.04,Business Services,Citi,LinkedIn,Personal Expenses
1764,1764,9/01/2020,2020,09-Sep,-51.31,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1765,1765,12/01/2022,2022,12-Dec,-6.63,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
1766,1766,7/01/2022,2022,07-Jul,1.41,Coffee Shops,Citi,Dunkin Donuts,Coffee
1767,1767,9/01/2020,2020,09-Sep,-26.04,Food & Dining,Citi,Village Tavern,Take-Out
1768,1768,9/01/2022,2022,09-Sep,55.14,Coffee Shops,Citi,Dunkin Donuts,Coffee
1769,1769,2/01/2022,2022,02-Feb,75.07,Restaurants,Citi,Egyptian Grill,Take-Out
1770,1770,3/01/2020,2020,03-Mar,53.15,Coffee Shops,Citi,Dunkin Donuts,Coffee
1771,1771,4/01/2022,2022,04-Apr,-32.47,Coffee Shops,Citi,Dunkin Donuts,Coffee
1772,1772,5/01/2021,2021,05-May,92.13,Food & Dining,Citi,Village Tavern,Take-Out
1773,1773,1/01/2021,2021,01-Jan,42.66,Food & Dining,Citi,Village Tavern,Take-Out
1774,1774,8/01/2020,2020,08-Aug,-27.38,Food & Dining,Citi,CVS,Take-Out
1775,1775,5/01/2020,2020,05-May,-31.57,Shopping,Citi,Verizon Wireless,Personal Expenses
1776,1776,5/01/2022,2022,05-May,77.96,Food & Dining,Citi,CVS,Take-Out
1777,1777,1/01/2022,2022,01-Jan,70.76,Electronics & Software,Citi,Microsoft,Personal Expenses
1778,1778,11/01/2020,2020,11-Nov,-26.5,Business Services,Citi,Primark,Personal Expenses
1779,1779,7/01/2022,2022,07-Jul,-4.59,Bills & Utilities,Checking,Citi Autopay Web,Utilities
1780,1780,9/01/2022,2022,09-Sep,-53.06,Clothing,Citi,Nordstrom,Clothing
1781,1781,3/01/2020,2020,03-Mar,72.5,Credit Card Payment,Citi,Autopay Rautopay Auto,Ignore
1782,1782,9/01/2021,2021,09-Sep,-76.73,Restaurants,Citi,Suppas Pizza,Take-Out
1783,1783,7/01/2020,2020,07-Jul,-27.43,Shopping,Citi,Amazon,Personal Expenses
1784,1784,5/01/2020,2020,05-May,25.61,Electronics & Software,Citi,Microsoft,Personal Expenses
1785,1785,1/01/2020,2020,01-Jan,27.15,Restaurants,Citi,Caffe Nero Burlin,Take-Out
1786,1786,2/01/2021,2021,02-Feb,-66.11,Restaurants,Citi,Au Bon Pain,Take-Out
1787,1787,7/01/2020,2020,07-Jul,35.05,Restaurants,Citi,Egyptian Grill,Take-Out
1788,1788,8/01/2022,2022,08-Aug,-3.47,Income,Checking,Microsoft Edipayment Ppd,Income
1789,1789,7/01/2020,2020,07-Jul,-75.79,Food & Dining,Checking,Venmo,Take-Out
1790,1790,8/01/2021,2021,08-Aug,92.14,Restaurants,Citi,Tremonte Pizzeria Rest,Take-Out
1791,1791,3/01/2021,2021,03-Mar,-60.14,Coffee Shops,Citi,Dunkin Donuts,Coffee
1792,1792,12/01/2022,2022,12-Dec,22.62,Coffee Shops,Citi,Dunkin Donuts,Coffee
1793,1793,5/01/2022,2022,05-May,20.41,Restaurants,Citi,Suppas Pizza,Take-Out
1794,1794,1/01/2020,2020,01-Jan,93.94,Food & Dining,Citi,Aramark,Take-Out
1795,1795,2/01/2022,2022,02-Feb,-92.35,Coffee Shops,Citi,Dunkin Donuts,Coffee
1796,1796,1/01/2020,2020,01-Jan,18.38,Restaurants,Citi,Suppas Pizza,Take-Out
1797,1797,3/01/2021,2021,03-Mar,-53.16,Coffee Shops,Citi,Dunkin Donuts,Coffee
1798,1798,11/01/2022,2022,11-Nov,-50.67,Restaurants,Citi,Pizzeria Regina Bu,Take-Out
1799,1799,11/01/2021,2021,11-Nov,50.5,Electronics & Software,Citi,Microsoft,Personal Expenses
1800,1800,11/01/2021,2021,11-Nov,30.28,Coffee Shops,Citi,Nordstrom,Coffee
1801,1801,8/01/2020,2020,08-Aug,11.73,Coffee Shops,Citi,Dunkin Donuts,Coffee
1802,1802,8/01/2020,2020,08-Aug,99.13,Restaurants,Citi,Au Bon Pain,Take-Out
1803,1803,5/01/2022,2022,05-May,59.38,Restaurants,Citi,Pressed Cafe,Take-Out
1804,1804,5/01/2020,2020,05-May,-80.41,Coffee Shops,Citi,Dunkin Donuts,Coffee
1805,1805,12/01/2020,2020,12-Dec,-41.8,Restaurants,Citi,Suppas Pizza,Take-Out
1806,1806,4/01/2020,2020,04-Apr,-68.48,Food & Dining,Citi,Aramark,Take-Out
1807,1807,12/01/2020,2020,12-Dec,-38.76,Restaurants,Citi,Taco Lupita,Take-Out
1808,1808,8/01/2022,2022,08-Aug,18.4,Shopping,Citi,Amazon,Personal Expenses
1809,1809,10/01/2021,2021,10-Oct,78.14,Books,Citi,Audible.com,Education
1810,1810,2/01/2021,2021,02-Feb,-15.13,Books,Citi,Audible.com,Education
1811,1811,8/01/2020,2020,08-Aug,53.76,Food & Dining,Citi,Aramark,Take-Out
1812,1812,11/01/2021,2021,11-Nov,55.7,Education,Citi,Amazon,Education
1813,1813,1/01/2021,2021,01-Jan,-17.38,Restaurants,Citi,Suppas Pizza,Take-Out
1814,1814,3/01/2021,2021,03-Mar,-68.83,Restaurants,Citi,Suppas Pizza,Take-Out
1815,1815,1/01/2022,2022,01-Jan,-4.06,Coffee Shops,Citi,Dunkin Donuts,Coffee
1816,1816,4/01/2020,2020,04-Apr,-72.8,Credit Card Payment,Checking,Discover E Web,Ignore
1817,1817,12/01/2021,2021,12-Dec,-87.97,Restaurants,Citi,Caffe Nero Burlin,Take-Out
1818,1818,12/01/2021,2021,12-Dec,-99.33,Restaurants,Citi,Au Bon Pain,Take-Out
1819,1819,11/01/2021,2021,11-Nov,58.52,Music,Citi,Spotify,Entertainment
1820,1820,1/01/2020,2020,01-Jan,-44.88,Business Services,Citi,Primark,Personal Expenses
1821,1821,5/01/2021,2021,05-May,39.9,Restaurants,Citi,Au Bon Pain,Take-Out
1822,1822,5/01/2020,2020,05-May,-1.48,Food & Dining,Citi,Appleseed's,Take-Out
1823,1823,5/01/2021,2021,05-May,77.22,Restaurants,Citi,Suppas Pizza,Take-Out
1824,1824,4/01/2022,2022,04-Apr,-96.61,Income,Checking,Microsoft Edipayment Ppd,Income
1825,1825,9/01/2022,2022,09-Sep,-23.98,Credit Card Payment,Checking,Citi Online Web,Ignore
1826,1826,4/01/2021,2021,04-Apr,36.76,Coffee Shops,Citi,Dunkin Donuts,Coffee
1827,1827,5/01/2021,2021,05-May,32.26,Restaurants,Citi,Taco Lupita,Take-Out
1828,1828,8/01/2022,2022,08-Aug,-13.75,Credit Card Payment,Citi,Online Thank You,Ignore
1829,1829,6/01/2021,2021,06-Jun,-7.01,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
1830,1830,11/01/2022,2022,11-Nov,-95.97,Fast Food,Citi,Domino's Pizza,Take-Out
1831,1831,10/01/2020,2020,10-Oct,-86.3,Business Services,Citi,LinkedIn,Personal Expenses
1832,1832,6/01/2020,2020,06-Jun,58.91,Restaurants,Citi,Au Bon Pain,Take-Out
1833,1833,1/01/2022,2022,01-Jan,-54.96,Clothing,Citi,Nordstrom,Clothing
1834,1834,9/01/2022,2022,09-Sep,24.94,Restaurants,Citi,Au Bon Pain,Take-Out
1835,1835,5/01/2022,2022,05-May,24.17,Restaurants,Citi,Egyptian Grill,Take-Out
1836,1836,9/01/2022,2022,09-Sep,68.08,Restaurants,Citi,Pizzeria Regina Bu,Take-Out
1837,1837,7/01/2022,2022,07-Jul,71.29,Restaurants,Citi,Taco Lupita,Take-Out
1838,1838,2/01/2020,2020,02-Feb,20.15,Food & Dining,Checking,Venmo,Take-Out
1839,1839,3/01/2021,2021,03-Mar,87.43,Food & Dining,Citi,GrubHub,Take-Out
1840,1840,12/01/2022,2022,12-Dec,-21.11,Credit Card Payment,Checking,Citi Autopay Web,Ignore
1841,1841,10/01/2022,2022,10-Oct,63.7,Transfer,Checking,Inst Xfer Web,Ignore
1842,1842,2/01/2022,2022,02-Feb,-95.48,Restaurants,Citi,Au Bon Pain,Take-Out
1843,1843,11/01/2020,2020,11-Nov,-84.84,Credit Card Payment,Citi,Autopay Rautopay Auto,Ignore
1844,1844,4/01/2022,2022,04-Apr,42.78,Food & Dining,Citi,CVS,Take-Out
1845,1845,3/01/2021,2021,03-Mar,3.74,Restaurants,Citi,Caffe Nero Burlin,Take-Out
1846,1846,5/01/2022,2022,05-May,-58.67,Food & Dining,Citi,Appleseed's,Take-Out
1847,1847,6/01/2021,2021,06-Jun,19.59,Income,Checking,Microsoft Edipayment Ppd,Income
1848,1848,4/01/2020,2020,04-Apr,93.68,Restaurants,Citi,Ramen Bar Llc,Take-Out
1849,1849,12/01/2021,2021,12-Dec,44.29,Restaurants,Citi,Suppas Pizza,Take-Out
1850,1850,10/01/2022,2022,10-Oct,-36.59,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1851,1851,4/01/2021,2021,04-Apr,23.83,Food & Dining,Citi,Aramark,Take-Out
1852,1852,2/01/2020,2020,02-Feb,-4.62,Food & Dining,Citi,Aramark,Take-Out
1853,1853,5/01/2021,2021,05-May,-18.62,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1854,1854,3/01/2022,2022,03-Mar,-26.02,Food & Dining,Citi,Shot Cakes Burlington,Take-Out
1855,1855,10/01/2020,2020,10-Oct,13.19,Restaurants,Citi,Au Bon Pain,Take-Out
1856,1856,7/01/2021,2021,07-Jul,-83.35,Restaurants,Citi,Au Bon Pain,Take-Out
1857,1857,6/01/2021,2021,06-Jun,-24.46,Coffee Shops,Citi,Mrs. Fields,Coffee
1858,1858,10/01/2022,2022,10-Oct,-20.06,Restaurants,Citi,Au Bon Pain,Take-Out
1859,1859,12/01/2020,2020,12-Dec,5.32,Groceries,Citi,Wegman's,Groceries
1860,1860,10/01/2022,2022,10-Oct,-51.76,Credit Card Payment,Checking,Discover E Web,Ignore
1861,1861,8/01/2020,2020,08-Aug,56.09,Income,Checking,Microsoft Edipayment Ppd,Income
1862,1862,5/01/2022,2022,05-May,-2.19,Credit Card Payment,Checking,Discover Cash Award,Ignore
1863,1863,2/01/2020,2020,02-Feb,-87.32,Shopping,Citi,Squ Hookahs Vapa,Personal Expenses
1864,1864,5/01/2022,2022,05-May,-89.35,Music,Citi,Spotify,Entertainment
1865,1865,4/01/2021,2021,04-Apr,-60.53,Shopping,Checking,Withdrawal Greenwood Offic,Personal Expenses
1866,1866,10/01/2022,2022,10-Oct,-86.34,Shopping,Citi,Amazon,Personal Expenses
1867,1867,4/01/2020,2020,04-Apr,11.93,Restaurants,Citi,Simply Khmer Restauran,Take-Out
1868,1868,2/01/2022,2022,02-Feb,-3.14,Credit Card Payment,Checking,Citi Online Web,Ignore
1869,1869,11/01/2022,2022,11-Nov,-17.17,Fast Food,Citi,Domino's Pizza,Take-Out
1870,1870,2/01/2022,2022,02-Feb,-83.89,Food & Dining,Checking,Venmo,Take-Out
1871,1871,3/01/2022,2022,03-Mar,53.6,Credit Card Payment,Citi,Online Thank You,Ignore
1872,1872,2/01/2022,2022,02-Feb,48.24,Restaurants,Citi,Au Bon Pain,Take-Out
1873,1873,8/01/2022,2022,08-Aug,-70.81,Business Services,Citi,LinkedIn,Personal Expenses
1874,1874,6/01/2020,2020,06-Jun,27.11,Food & Dining,Citi,CVS,Take-Out
1875,1875,1/01/2022,2022,01-Jan,-63.56,Groceries,Citi,Whole Foods,Groceries
1876,1876,6/01/2022,2022,06-Jun,9.4,Clothing,Citi,Nordstrom,Clothing
1877,1877,9/01/2020,2020,09-Sep,-26.06,Business Services,Citi,Primark,Personal Expenses
1878,1878,7/01/2020,2020,07-Jul,22.83,Food & Dining,Citi,Appleseed's,Take-Out
1879,1879,12/01/2020,2020,12-Dec,-83.54,Alcohol & Bars,Citi,Tavern In The Square,Alcohol
1880,1880,2/01/2022,2022,02-Feb,59.2,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
1881,1881,8/01/2020,2020,08-Aug,-74.4,Shopping,Citi,Amazon,Personal Expenses
1882,1882,8/01/2020,2020,08-Aug,34.2,Food & Dining,Citi,Aramark,Take-Out
1883,1883,3/01/2021,2021,03-Mar,33.53,Service & Parts,Citi,Main St Auto,Car Maintenance
1884,1884,4/01/2022,2022,04-Apr,-42.65,Restaurants,Citi,Tst Eggroll Cafe,Take-Out
1885,1885,9/01/2022,2022,09-Sep,59.96,Credit Card Payment,Checking,Citi Autopay Web,Ignore
1886,1886,3/01/2020,2020,03-Mar,-17.64,Gas & Fuel,Checking,Venmo Cashout Ppd,Gas
1887,1887,10/01/2021,2021,10-Oct,50.22,Clothing,Citi,Nordstrom,Clothing
1888,1888,5/01/2022,2022,05-May,93.67,Food & Dining,Citi,CVS,Take-Out
1889,1889,6/01/2022,2022,06-Jun,-39.86,Alcohol & Bars,Citi,Tavern In The Square,Alcohol
1890,1890,9/01/2021,2021,09-Sep,44.16,Restaurants,Citi,Pizzeria Regina Bu,Take-Out
1891,1891,11/01/2021,2021,11-Nov,55.85,Electronics & Software,Citi,Microsoft,Personal Expenses
1892,1892,1/01/2022,2022,01-Jan,59.52,Shopping,Citi,Amazon,Personal Expenses
1893,1893,10/01/2021,2021,10-Oct,80.65,Credit Card Payment,Citi,Autopay Rautopay Auto,Ignore
1894,1894,7/01/2022,2022,07-Jul,49.2,Income,Checking,Microsoft Edipayment Ppd,Income
1895,1895,5/01/2020,2020,05-May,40.04,Transfer,Checking,Inst Xfer Web,Ignore
1896,1896,6/01/2021,2021,06-Jun,-34.45,Fast Food,Citi,Domino's Pizza,Take-Out
1897,1897,9/01/2022,2022,09-Sep,21.19,Gas & Fuel,Checking,Venmo Cashout Ppd,Gas
1898,1898,9/01/2020,2020,09-Sep,-81.13,Restaurants,Citi,Burlington Johnny R,Take-Out
1899,1899,11/01/2021,2021,11-Nov,-12.35,Restaurants,Citi,Pressed Cafe,Take-Out
1900,1900,10/01/2021,2021,10-Oct,68.9,Electronics & Software,Citi,Microsoft,Personal Expenses
1901,1901,10/01/2020,2020,10-Oct,-78.05,Shopping,Citi,Amazon,Personal Expenses
1902,1902,11/01/2020,2020,11-Nov,-62.94,Restaurants,Citi,Pizzeria Regina Bu,Take-Out
1903,1903,4/01/2022,2022,04-Apr,-76.02,Restaurants,Citi,Caffe Nero Burlin,Take-Out
1904,1904,1/01/2020,2020,01-Jan,-42.54,Alcohol & Bars,Citi,Tavern In The Square,Alcohol
1905,1905,12/01/2020,2020,12-Dec,7.08,Income,Checking,Surcharge Rebate,Income
1906,1906,2/01/2021,2021,02-Feb,-47.96,Restaurants,Citi,Taco Lupita,Take-Out
1907,1907,3/01/2020,2020,03-Mar,79.98,Shopping,Citi,Amazon,Personal Expenses
1908,1908,3/01/2022,2022,03-Mar,90.69,Shopping,Citi,Amazon,Personal Expenses
1909,1909,4/01/2021,2021,04-Apr,-93.21,Restaurants,Citi,Suppas Pizza,Take-Out
1910,1910,10/01/2021,2021,10-Oct,26.75,Gas & Fuel,Citi,Shell,Gas
1911,1911,6/01/2021,2021,06-Jun,-28.42,Shopping,Citi,Amazon,Personal Expenses
1912,1912,3/01/2022,2022,03-Mar,31.39,Shopping,Citi,Amazon,Personal Expenses
1913,1913,5/01/2021,2021,05-May,-6.79,Shopping,Citi,Amazon,Personal Expenses
1914,1914,2/01/2020,2020,02-Feb,77.75,Alcohol & Bars,Citi,Liquor Junction,Alcohol
1915,1915,6/01/2020,2020,06-Jun,-1.98,Restaurants,Citi,Caffe Nero Burlin,Take-Out
1916,1916,7/01/2022,2022,07-Jul,-38.82,Food & Dining,Citi,GrubHub,Take-Out
1917,1917,12/01/2020,2020,12-Dec,90.14,Restaurants,Citi,Caffe Nero Norths,Take-Out
1918,1918,4/01/2020,2020,04-Apr,47.65,Groceries,Citi,Whole Foods,Groceries
1919,1919,2/01/2022,2022,02-Feb,92.1,Clothing,Citi,Marshalls,Clothing
1920,1920,2/01/2021,2021,02-Feb,-98.77,Clothing,Citi,Tilly's,Clothing
1921,1921,3/01/2022,2022,03-Mar,-41.17,Clothing,Citi,American Eagle Outfitters,Clothing
1922,1922,6/01/2020,2020,06-Jun,-33.95,Clothing,Citi,Uniqlo Northshore,Clothing
1923,1923,1/01/2022,2022,01-Jan,67.03,Transfer,Checking,Inst Xfer Web,Ignore
1924,1924,3/01/2021,2021,03-Mar,91.94,Income,Checking,Microsoft Edipayment Ppd,Income
1925,1925,9/01/2022,2022,09-Sep,-8.25,Restaurants,Citi,Ruby Thai Kitchen,Take-Out
1926,1926,3/01/2021,2021,03-Mar,-30.56,Restaurants,Citi,Caffe Nero Burlin,Take-Out
1927,1927,12/01/2021,2021,12-Dec,56.51,Shopping,Citi,Amazon,Personal Expenses
1928,1928,5/01/2022,2022,05-May,-13.87,Food & Dining,Citi,Nordstrom,Take-Out
1929,1929,2/01/2021,2021,02-Feb,-72.43,Music,Citi,Spotify,Entertainment
1930,1930,6/01/2021,2021,06-Jun,99.1,Fast Food,Citi,Domino's Pizza,Take-Out
1931,1931,8/01/2021,2021,08-Aug,73.74,Credit Card Payment,Checking,Citi Online Web,Ignore
1932,1932,11/01/2022,2022,11-Nov,-10.94,Restaurants,Citi,Caffe Nero Burlin,Take-Out
1933,1933,2/01/2022,2022,02-Feb,31.58,Restaurants,Citi,Pressed Cafe,Take-Out
1934,1934,10/01/2020,2020,10-Oct,29.4,Alcohol & Bars,Citi,Tony C'S Sports Grill,Alcohol
1935,1935,5/01/2020,2020,05-May,-89.43,Gas & Fuel,Citi,Shell,Gas
1936,1936,7/01/2022,2022,07-Jul,89.11,Restaurants,Citi,Charleys Philly Steaks,Take-Out
1937,1937,6/01/2020,2020,06-Jun,-45.87,Shopping,Citi,Amazon,Personal Expenses
1938,1938,11/01/2022,2022,11-Nov,59.99,Alcohol & Bars,Citi,Jose Tejas Border,Alcohol
1939,1939,5/01/2020,2020,05-May,8.83,Shopping,Citi,Amazon,Personal Expenses
1940,1940,6/01/2021,2021,06-Jun,50.58,Credit Card Payment,Citi,Online Thank You,Ignore
1941,1941,4/01/2022,2022,04-Apr,-9.24,Office Supplies,Citi,Inkfarm.com,Office
1942,1942,2/01/2022,2022,02-Feb,-17.82,Restaurants,Citi,Pressed Cafe,Take-Out
1943,1943,9/01/2020,2020,09-Sep,38.96,Food & Dining,Citi,CVS,Take-Out
1944,1944,10/01/2021,2021,10-Oct,-98.6,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
1945,1945,1/01/2022,2022,01-Jan,-84.84,Credit Card Payment,Checking,Discover E Web,Ignore
1946,1946,3/01/2021,2021,03-Mar,-65.07,Business Services,Citi,LinkedIn,Personal Expenses
1947,1947,9/01/2022,2022,09-Sep,68.14,Food & Dining,Checking,Venmo,Take-Out
1948,1948,7/01/2020,2020,07-Jul,-37.9,Food & Dining,Citi,Shot Cakes Burlington,Take-Out
1949,1949,9/01/2020,2020,09-Sep,-82.88,Food & Dining,Citi,GrubHub,Take-Out
1950,1950,3/01/2022,2022,03-Mar,35.96,Gas & Fuel,Checking,Venmo Cashout Ppd,Gas
1951,1951,6/01/2021,2021,06-Jun,2.12,Income,Checking,Microsoft Edipayment Ppd,Income
1952,1952,1/01/2021,2021,01-Jan,-13.97,Clothing,Citi,Sp Ridge Wallet,Clothing
1953,1953,6/01/2022,2022,06-Jun,26.06,Alcohol & Bars,Citi,Tony C'S Sports Grill,Alcohol
1954,1954,9/01/2022,2022,09-Sep,80.02,Restaurants,Citi,Pressed Cafe,Take-Out
1955,1955,2/01/2021,2021,02-Feb,-7.4,Gas & Fuel,Checking,Venmo Cashout Ppd,Gas
1956,1956,1/01/2021,2021,01-Jan,-9.91,Pharmacy,Citi,Cw Botanicals,Medical/Healthcare
1957,1957,1/01/2022,2022,01-Jan,-95.01,Food & Dining,Citi,GrubHub,Take-Out
1958,1958,2/01/2020,2020,02-Feb,-82.62,Shopping,Citi,Amazon,Personal Expenses
1959,1959,11/01/2020,2020,11-Nov,97.08,Shopping,Checking,ATM 9504 Main Street,Personal Expenses
1960,1960,7/01/2021,2021,07-Jul,-79.62,ATM Fee,Checking,Terminal Surcharge,Personal Expenses
1961,1961,3/01/2022,2022,03-Mar,-5.45,Hair,Checking,ATM 9504 Main Street,Personal Care
1962,1962,2/01/2022,2022,02-Feb,60.9,ATM Fee,Checking,Terminal Surcharge,Personal Expenses
1963,1963,11/01/2020,2020,11-Nov,-45.52,Credit Card Payment,Checking,Discover E Web,Ignore
1964,1964,2/01/2022,2022,02-Feb,39.96,Alcohol & Bars,Citi,Tony C'S Sports Grill,Alcohol
1965,1965,2/01/2020,2020,02-Feb,-42.43,Public Transportation,Citi,Mbta Oak Grove,Car
1966,1966,2/01/2020,2020,02-Feb,-3.71,Food & Dining,Citi,Nordstrom,Take-Out
1967,1967,10/01/2020,2020,10-Oct,44.04,Groceries,Citi,Whole Foods,Groceries
1968,1968,4/01/2022,2022,04-Apr,-59.4,Restaurants,Citi,Pressed Cafe,Take-Out
1969,1969,4/01/2021,2021,04-Apr,-41.63,Restaurants,Citi,Pressed Cafe,Take-Out
1970,1970,1/01/2021,2021,01-Jan,1.52,Alcohol & Bars,Citi,Tavern In The Square,Alcohol
1971,1971,1/01/2021,2021,01-Jan,-97.75,Education,Citi,Amazon Video,Education
1972,1972,4/01/2021,2021,04-Apr,-49.2,Income,Checking,Microsoft Edipayment Ppd,Income
1973,1973,1/01/2020,2020,01-Jan,94.43,Shopping,Citi,Company Store,Personal Expenses
1974,1974,10/01/2020,2020,10-Oct,79.91,Alcohol & Bars,Citi,Tavern In The Square,Alcohol
1975,1975,6/01/2022,2022,06-Jun,-71.71,Food & Dining,Citi,Nordstrom,Take-Out
1976,1976,6/01/2022,2022,06-Jun,-95.45,Restaurants,Citi,Big Easy Grille,Take-Out
1977,1977,6/01/2022,2022,06-Jun,19.74,Alcohol & Bars,Citi,Tony C'S Sports Grill,Alcohol
1978,1978,9/01/2021,2021,09-Sep,36.24,Alcohol & Bars,Citi,Tony C'S Sports Grill,Alcohol
1979,1979,10/01/2021,2021,10-Oct,89.7,Credit Card Payment,Checking,Citi Online Web,Ignore
1980,1980,6/01/2021,2021,06-Jun,91.54,Alcohol & Bars,Citi,Redstone American Gril,Alcohol
1981,1981,8/01/2022,2022,08-Aug,29.42,Credit Card Payment,Citi,Online Thank You,Ignore
1982,1982,3/01/2021,2021,03-Mar,-27.35,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
1983,1983,9/01/2021,2021,09-Sep,-18.93,Credit Card Payment,Checking,Transfer to Discover it chrome Card,Ignore
1984,1984,10/01/2020,2020,10-Oct,-0.03,Restaurants,Citi,The Friendly Toast,Take-Out
1985,1985,4/01/2021,2021,04-Apr,-30.51,Alcohol & Bars,Citi,Tavern In The Square,Alcohol
1986,1986,5/01/2021,2021,05-May,-60.44,Income,Checking,Microsoft Edipayment Ppd,Income
1987,1987,8/01/2021,2021,08-Aug,28.53,Restaurants,Citi,The Friendly Toast,Take-Out
1988,1988,6/01/2020,2020,06-Jun,-43.15,Income,Checking,Mobile Deposit,Income
1989,1989,9/01/2022,2022,09-Sep,-39.08,Electronics & Software,Citi,Microsoft,Personal Expenses
1990,1990,10/01/2022,2022,10-Oct,30.99,Food & Dining,Citi,GrubHub,Take-Out
1991,1991,10/01/2020,2020,10-Oct,-91.11,Groceries,Citi,Whole Foods,Groceries
1992,1992,5/01/2021,2021,05-May,88.61,Credit Card Payment,Checking,Discover E Web,Ignore
1993,1993,6/01/2020,2020,06-Jun,61.0,Food & Dining,Checking,Venmo,Take-Out
1994,1994,2/01/2022,2022,02-Feb,-25.42,Education,Citi,Amazon,Education
1995,1995,9/01/2021,2021,09-Sep,-47.75,Food & Dining,Citi,GrubHub,Take-Out
1996,1996,11/01/2021,2021,11-Nov,86.96,Education,Citi,Amazon Video,Education
1997,1997,6/01/2020,2020,06-Jun,58.56,Shopping,Citi,Amazon,Personal Expenses
1998,1998,10/01/2021,2021,10-Oct,55.95,Coffee Shops,Citi,Nordstrom,Coffee
1999,1999,5/01/2022,2022,05-May,-21.83,Shopping,Citi,Amazon,Personal Expenses
2000,2000,11/01/2020,2020,11-Nov,6.64,Uncategorized,Checking,Venmo,Uncategorized
2001,2001,9/01/2020,2020,09-Sep,-79.43,Alcohol & Bars,Citi,Redstone American Gril,Alcohol
2002,2002,1/01/2022,2022,01-Jan,-10.14,Hair,Checking,ATM 907 Main Street,Personal Care
2003,2003,6/01/2020,2020,06-Jun,-36.73,Alcohol & Bars,Citi,Tavern In The Square,Alcohol
2004,2004,5/01/2020,2020,05-May,-30.65,Alcohol & Bars,Citi,Tavern In The Square,Alcohol
2005,2005,9/01/2022,2022,09-Sep,29.19,Income,Checking,Microsoft Edipayment Ppd,Income
2006,2006,9/01/2020,2020,09-Sep,49.91,Restaurants,Citi,Legal Seafoods,Take-Out
2007,2007,8/01/2022,2022,08-Aug,6.61,Credit Card Payment,Checking,Discover E Web,Ignore
2008,2008,1/01/2022,2022,01-Jan,59.94,Credit Card Payment,Checking,Discover E Web,Ignore
2009,2009,12/01/2022,2022,12-Dec,-7.05,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
2010,2010,4/01/2020,2020,04-Apr,-85.12,Income,Checking,Microsoft Edipayment Ppd,Income
2011,2011,7/01/2020,2020,07-Jul,-9.11,Restaurants,Checking,Pressed Cafe,Take-Out
2012,2012,11/01/2022,2022,11-Nov,8.13,Hair,Checking,ATM 9504 Main Street,Personal Care
2013,2013,5/01/2020,2020,05-May,8.56,Income,Checking,Microsoft Edipayment Ppd,Income
2014,2014,4/01/2021,2021,04-Apr,-80.02,Income,Checking,Surcharge Rebate,Income
2015,2015,10/01/2020,2020,10-Oct,-42.61,ATM Fee,Checking,Terminal Surcharge,Personal Expenses
2016,2016,7/01/2021,2021,07-Jul,-55.15,Uncategorized,Checking,Venmo,Uncategorized
2017,2017,1/01/2021,2021,01-Jan,-26.37,Income,Checking,Mobile Deposit,Income
2018,2018,9/01/2020,2020,09-Sep,5.2,Uncategorized,Checking,Venmo,Uncategorized
2019,2019,3/01/2020,2020,03-Mar,75.59,Credit Card Payment,Checking,Discover E Web,Ignore
2020,2020,4/01/2020,2020,04-Apr,75.85,Interest Income,STATEMENT SAVINGS,Interest Paid Through,Income
